id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
13190	solar resource	-0.3626	-0.2899	6	74	126	6	2018.3333	8.8333	1.6001
13211	solar thermal	-0.6667	-0.2545	2	67	170	8	2016.375	15.125	1.3822
13230	solar tracking	-0.604	-0.2661	1	62	103	5	2017	5	0.6304
13240	solar variability	-0.3039	-0.0504	6	67	125	6	2017.5	3.8333	0.4217
13259	solar-photovoltaic	0.9	-0.291	7	63	110	5	2015.6	10.6	0.8133
13282	solid oxide fuel cell	0.0727	-0.2186	9	74	167	8	2017.375	26.875	2.9004
13421	spice	-0.4306	0.7928	2	61	136	10	2016.8	3.1	0.352
13434	spv	0.3726	0.3092	7	65	133	7	2017.8571	0.7143	0.0773
13442	spwm	0.9015	0.5408	3	63	165	9	2016.7778	1.3333	0.3167
13465	stability	0.3693	0.0738	3	112	440	26	2016.7692	9.3077	1.1833
13467	stability analysis	0.8744	0.3858	3	99	361	20	2017.3	7.3	1.1663
13480	stackelberg game	-0.0353	-1.0396	1	40	89	5	2017.6	45.4	5.0721
13486	stand-alone	-0.3152	-0.0875	1	71	131	6	2016.8333	20.1667	2.5785
13495	stand-alone pv system	0.6731	-0.5075	7	53	108	6	2017.1667	7	0.6233
13499	stand-alone system	0.2617	-0.0058	10	82	175	8	2016.375	40	2.972
13500	standalone	0.9928	0.1407	3	66	151	7	2016.1429	22.1429	1.602
13511	standalone system	0.9499	-0.3333	7	53	97	5	2016.6	3.4	0.446
13535	statcom	1.0399	0.022	3	76	172	10	2017.1	4.2	0.3763
13542	state of charge	0.4819	-0.1546	10	120	486	22	2016.8182	11.4091	2.46
13552	state space modeling	1.2459	0.3029	3	47	81	5	2018.6	3.2	1.3513
13562	state-space model	0.2719	0.3981	5	79	144	7	2017.1429	9	1.0751
13585	station	0.226	-0.1437	11	152	786	41	2016.8537	7.6585	1.3477
13595	statistical analysis	-1.0451	-0.0429	2	64	169	9	2018.2222	5.4444	2.1948
13609	statistics	-0.2236	-0.1032	4	155	680	35	2017.0857	8.9429	1.0188
13617	stc	0.2717	0.9115	5	63	120	6	2017.1667	14	1.2475
13654	stirling engine	-0.8929	0.8242	2	46	130	7	2017	13.8571	2.0574
13679	stochastic model predictive control	0.3222	-1.1461	1	57	128	6	2017.1667	15	2.0522
13680	stochastic modeling	0.155	-0.7248	1	82	188	9	2017.7778	15.5556	1.2292
13682	stochastic optimization	0.0097	-1.0317	1	85	231	12	2017.5833	27.0833	3.4171
13688	stochastic programming	0.2555	-0.9544	1	112	461	24	2018.0833	8.2083	1.711
13701	storage	0.4351	-0.6089	1	400	5724	258	2017.4574	7.7481	1.046
13703	storage battery	-0.4369	0.7283	7	53	111	6	2016.6667	2	0.4162
13713	storage system	0.5353	-0.4547	6	98	284	14	2017.5714	2.7857	0.58
13726	strategy	0.4322	-0.2272	9	245	1647	82	2016.9024	14.2317	1.5235
13819	sunshine duration	0.0112	0.0109	8	52	100	5	2017.2	18	4.4701
13834	supercapacitor	0.7374	0.231	9	90	279	15	2017.6	3.1333	0.542
13852	supervision	0.2956	-0.8224	4	62	135	7	2017	16.2857	1.2184
13869	support vector machine	-0.4588	-0.1852	4	238	2124	103	2017.4078	14.7961	1.859
13870	support vector machines	-0.6772	-0.296	4	69	198	9	2016	53.5556	4.8184
13871	support vector regression	-0.6063	-0.3979	4	168	1073	55	2017.1273	17.8909	1.9999
13903	sustainability	-0.4429	-0.6244	1	73	215	13	2017.3077	5.3846	0.4433
13909	sustainable development	0.2772	0.2903	10	73	143	8	2017.125	3.625	0.4711
13910	sustainable energy	-0.4722	-0.4726	1	80	159	8	2016.75	6.375	1.798
13923	svc	0.7046	0.1245	6	43	76	5	2017	1.6	0.3765
13925	svm	-0.4824	-0.0001	4	73	167	9	2017.2222	5.6667	0.6224
13930	svpwm	1.0381	0.5475	3	49	135	9	2016.7778	3.3333	0.2625
13931	svr	-0.1169	-0.3153	4	80	167	10	2017.1	3.7	0.4516
13990	system	0.0992	0.0047	3	1115	109776	6091	2017.0657	8.8544	1.0508
13991	system advisor model	-0.5559	-0.5142	1	55	98	6	2017.8333	1.6667	0.3297
14008	system identification	1.2869	-0.0222	13	65	141	8	2017.5	9.75	0.8824
14014	system modeling	0.4836	-0.5412	7	86	256	13	2017.1538	23.1538	1.5465
14019	system performance	-0.6415	0.2361	2	61	128	6	2016.3333	20	1.766
14059	tandem	-0.7378	0.9225	2	36	81	6	2017.3333	13	3.2963
14069	tariff	-0.0251	-0.6934	1	258	2270	128	2017.0078	9.9688	1.2378
14096	technique	0.7646	0.9199	3	50	114	6	2017.6667	1.3333	0.3755
14105	techno-economic analysis	-0.258	-0.6223	1	96	282	15	2018.6667	5.7333	1.2514
14125	technology adoption	-0.3607	-0.6946	1	52	111	6	2017.1667	28.6667	2.0545
14146	temperature	-0.4529	0.3254	2	816	31308	1707	2017.0281	10.4628	1.1322
14157	temperature effect	-0.3777	0.5997	2	57	125	6	2017.6667	4.5	0.7322
14202	thd	0.8628	0.5862	3	88	315	17	2016.9412	2.9412	0.2494
14237	thermal	-0.6941	0.0395	2	635	19373	1050	2017.0476	12.8419	1.511
14239	thermal analysis	-0.6515	0.6871	2	69	169	8	2016.5	12.625	1.4148
14252	thermal comfort	-1.1909	0.4898	2	52	150	8	2018	5.75	0.8967
14265	thermal efficiency	-1.1771	0.3663	2	56	131	6	2018.6667	1.8333	1.8043
14269	thermal energy storage	-0.6927	-0.0834	2	100	367	17	2017.7059	14.1765	2.3293
14289	thermal model	-0.6759	0.5405	2	74	239	14	2017.8571	6.1429	0.9675
14290	thermal modeling	-0.9666	0.2814	2	134	802	40	2017.075	13.375	1.5851
14297	thermal performance	-1.1048	0.2412	2	53	120	6	2018.1667	6.6667	1.1036
14317	thermal storage	-0.6127	-0.2061	1	54	114	7	2017.2857	4	0.7062
14360	thermoelectric	-1.1271	0.1353	2	63	169	8	2017.875	20.875	2.8249
14370	thermoelectric generator	-0.6252	0.3627	2	66	176	9	2018.1111	12.7778	1.6655
14373	thermoelectric module	-1.1651	0.2035	2	53	145	8	2017	32.75	2.9825
14386	thin film	-0.6083	0.6161	2	80	235	15	2016.3333	6.6	0.4497
14397	thin films	-0.6089	0.4923	2	35	65	5	2017.4	9.6	1.5575
14399	thin-film	-0.5429	0.7265	2	56	112	6	2016	1.5	0.1477
14422	three phase inverter	0.3023	1.0563	3	55	101	5	2017.4	1.8	0.2084
14444	three-level inverter	1.0814	0.5189	3	53	96	5	2017	2.2	0.4648
14455	three-phase inverter	0.9742	0.4209	3	52	97	5	2016.6	2	0.1402
14479	tilt angle	-0.4977	-0.5447	1	54	123	7	2017.7143	3.2857	0.5027
14502	time series	-0.1187	-0.5208	4	85	259	15	2017.1333	6.4	0.8044
14503	time series analysis	-0.6965	-0.6837	4	70	174	8	2017.5	4.375	1.1015
14507	time series forecasting	-0.4158	-0.2861	4	61	127	6	2017	6.3333	1.4723
14511	time series prediction	-0.8464	-0.4976	4	65	164	9	2015.7778	13	1.1251
14580	total harmonic distortion	0.9577	0.3564	3	127	627	31	2017	3.6774	0.4317
14610	tracking system	-0.7286	-0.1042	1	47	94	6	2014.6667	4.6667	0.3101
14643	transform	0.4074	0.0816	3	515	7552	404	2017.2277	6.9035	0.8184
14645	transformer	0.7434	0.1054	3	329	3729	204	2016.9265	5.5833	0.6037
14661	transient analysis	-0.2729	0.2565	8	65	125	6	2016.3333	3	0.5425
14675	transient stability	0.9838	-0.0922	7	43	77	5	2017.4	0.8	0.1045
14742	trnsys	-0.8357	-0.2796	2	89	316	16	2017.6875	7.8125	2.6494
14796	two diode model	-0.2881	0.8693	5	72	171	8	2016.75	2	0.1659
14808	two-diode model	-0.2313	0.8115	5	60	152	8	2016.75	36.5	2.3146
14837	typical meteorological year	-1.0521	-0.5932	12	42	87	5	2018.2	2	0.198
14859	ultracapacitor	0.6565	-0.0433	9	56	98	5	2014.8	14	1.0485
14893	uncertainties	0.3951	-0.9112	7	66	148	8	2018.375	3.625	1.2327
14895	uncertainty	0.2234	-0.6063	1	188	1108	55	2017.5091	14.3273	1.7373
14896	uncertainty analysis	0.9076	-0.0408	3	59	101	5	2019.2	4.8	2.3379
14903	uncertainty modeling	0.5999	-0.54	6	91	319	16	2017.6875	17.5	1.9931
14907	uncertainty quantification	-0.5659	-0.435	1	57	98	5	2016.4	34.2	2.3984
14931	unit commitment	0.2005	-0.8548	1	79	254	13	2018	2.6923	0.357
14984	urban energy system	-0.337	-0.8673	1	40	90	5	2016.8	11	1.4065
15037	validation	-0.3619	-0.2208	1	84	192	12	2016.8333	7.25	0.442
15054	variability	-0.204	-0.4971	4	58	108	6	2016	14.6667	1.524
15092	variable step size	0.4649	1.009	3	38	79	5	2016.6	23.6	1.3716
15109	vector control	1.0986	0.4543	3	58	175	10	2016.7	11.7	1.3302
15121	vehicle-to-grid	0.3531	-0.7254	1	75	203	10	2017.7	23.7	1.9916
15179	virtual power plant	0.023	-0.9077	1	82	232	10	2018.7	13.3	2.0845
15187	virtual synchronous generator	0.8992	-0.1405	3	52	127	7	2017.7143	2	0.6757
15214	volt/var control	0.7014	-0.462	6	59	108	5	2017.2	4.8	0.9507
15222	voltage control	0.7271	-0.1853	6	166	814	42	2017.1429	7.3095	0.7019
15256	voltage profile	0.6547	0.02	6	59	122	7	2017	6.7143	0.4705
15263	voltage regulation	0.5442	-0.2061	6	105	402	22	2017.0909	5	0.6861
15267	voltage rise	0.7662	-0.462	6	62	159	9	2017.1111	7.8889	0.9562
15275	voltage source converter	0.7255	0.3683	3	115	420	22	2016.8182	7.5909	0.7138
15276	voltage source inverter	0.779	0.6519	3	107	453	23	2017.1304	2.8696	0.3577
15279	voltage stability	0.6566	-0.1654	6	86	260	16	2017.0625	1.8125	0.5267
15290	voltage unbalance	0.8137	-0.3482	6	55	102	5	2018.2	1.6	0.5865
15360	water	0.0418	-0.5516	1	225	1637	83	2016.9759	9.5542	1.21
15369	water electrolysis	0.1147	0.2699	9	54	98	6	2018.3333	2	0.315
15380	water pumping	-0.6453	-0.0308	6	51	110	6	2016.8333	2.3333	0.8683
15411	wavelet	-0.3837	-0.3337	4	190	1194	59	2017.0508	9.5254	1.226
15414	wavelet decomposition	-0.5433	-0.5535	4	73	174	8	2017.125	22.375	1.8984
15418	wavelet transform	-0.2036	-0.1447	4	105	368	15	2017.4667	10.0667	1.6891
15438	weather	-0.3788	-0.1349	4	683	15703	809	2017.2101	9.0791	1.0406
15442	weather data	-0.5482	-0.6414	4	63	121	6	2016.3333	3.3333	0.3928
15445	weather forecasting	-0.6027	0.0689	4	58	116	5	2016.2	24	3.4029
15483	whale	0.3865	0.465	5	78	172	8	2018.375	28	3.5766
15500	wind	0.0894	-0.2958	1	808	28520	1495	2017.0234	9.3866	1.1273
15518	wind energy	0.2575	-0.2499	7	167	866	43	2016.8372	9.0465	1.2701
15520	wind energy conversion system	1.0147	0.0618	7	77	202	9	2016.6667	3.6667	0.974
15523	wind energy system	0.6552	0.1387	3	95	346	15	2016.7333	5.8	0.7815
15531	wind generation	0.9446	-0.5415	7	59	147	7	2015.2857	7.7143	0.5632
15542	wind power	0.1485	-0.5915	1	161	931	48	2016.6875	11.9792	1.1938
15547	wind power generation	0.2957	-0.6235	6	83	247	12	2016.25	16.6667	1.3881
15559	wind speed	-0.5784	0.2315	4	61	138	6	2016.3333	7.6667	0.7892
15561	wind system	0.7065	0.2714	7	72	244	11	2017.1818	15.9091	1.7267
15563	wind turbine	0.5761	-0.0538	7	174	1034	49	2016.9388	6.2449	0.7969
15565	wind turbine generator	0.4555	0.1736	8	55	130	7	2015.5714	20.2857	1.3708
15571	wind turbines	-0.2155	-0.3624	1	95	259	13	2016.9231	15	1.2732
15614	wireless sensor network	-0.171	0.2837	11	67	148	8	2016.5	4.875	0.4912
15667	z-source inverter	1.0163	0.4639	3	60	131	8	2017.5	1.75	0.5324
15680	zero energy building	-0.8046	-0.478	1	62	126	7	2017.2857	20	2.9333
