author,year,journal,title,keywords,doi,is_bipv,is_shadow,is_ml,is_dl,is_nn,is_cnn,is_rnn
Bensmail S.,2015,Int J Hydrogen Energy,Study of hybrid photovoltaic/fuel cell system for stand-alone applications,"['model', 'generator', 'hybrid power system', 'operatation', 'modeling', 'power', 'hybrid', 'photovoltaic', 'system', 'fuel cell', 'energy', 'management', 'power management']",10.1016/j.ijhydene.2015.04.013,0,0,0,0,0,0,0
Valan Rajkumar M.,2015,Lect. Notes Electr. Eng.,Modeling and simulation of three-phase dcmli using svpwm for photovoltaic system,"['fuzzy', 'power', 'diode-clamped multilevel inverter', 'control', 'performance', 'diode', 'photovoltaic', 'fuzzy logic', 'module', 'simulation', 'space vector pulse width modulation', 'total harmonic distortion', 'algorithm', 'operatation', 'inverter', 'system', 'multilevel']",10.1007/978-81-322-2119-7_5,0,0,0,0,0,0,0
Liu Z.,2015,Energy Convers. Manage.,Experimental evaluation of an active solar thermoelectric radiant wall system,"['thermoelectric', 'temperature', 'power', 'optimization', 'control', 'genetic algorithm', 'experiment', 'mean bias error', 'radiant cooling', 'performance', 'building', 'photovoltaic', 'loss', 'module', 'indoor', 'active solar', 'heat', 'analysis', 'model', 'algorithm', 'cooling', 'operatation', 'modeling', 'load', 'design', 'thermal', 'system', 'air', 'energy']",10.1016/j.enconman.2015.01.077,0,0,0,0,0,0,0
Zaibi M.,2015,"Int. Renew. Energy Congr., IREC",A hybrid spline metamodel for Photovoltaic/Wind/Battery Energy Systems,"['generator', 'hybrid power system', 'power', 'optimization', 'genetic algorithm', 'hydraulic system', 'metamodeling', 'performance', 'battery', 'battery management system', 'parameter', 'wind', 'model', 'algorithm', 'bms', 'modeling', 'hybrid', 'design', 'system', 'management']",10.1109/IREC.2015.7110909,0,0,0,0,0,0,0
Lazzaroni M.,2015,Meas J Int Meas Confed,Models for solar radiation prediction based on different measurement sites,"['weather', 'support vectors regression', 'solar radiation prediction', 'optimization', 'genetic algorithm', 'experiment', 'performance', 'photovoltaic', 'aging', 'regression', 'short-term', 'model', 'algorithm', 'machine learning', 'modeling', 'auto-regression', 'extreme learning machines', 'irradiation', 'data', 'correction', 'prediction', 'measurement', 'grid', 'management', 'energy', 'autoregressive model']",10.1016/j.measurement.2014.11.037,0,0,1,0,0,0,0
Rahrah K.,2015,Int J Hydrogen Energy,Photovoltaic pumping system in Bejaia climate with battery storage,"['reliability', 'generator', 'fuzzy', 'method', 'power', 'optimization', 'simulink', 'control', 'output', 'sizing', 'battery', 'photovoltaic', 'photovoltaic system', 'MPP', 'simulation', 'mppt', 'model', 'MPPT', 'algorithm', 'modeling', 'pv pumping', 'battery storage', 'system', 'measurement', 'energy']",10.1016/j.ijhydene.2015.04.048,0,0,0,0,0,0,0
Moshovel J.,2015,Appl. Energy,Analysis of the maximal possible grid relief from PV-peak-power impacts by using storage systems for increased self-consumption,"['generator', 'lithium-ion', 'battery modeling', 'power', 'discharging', 'BSS', 'control', 'home storage system', 'battery', 'strategy', 'photovoltaic', 'battery management', 'storage', 'home', 'charging', 'analysis', 'model', 'lithium', 'modeling', 'irradiation', 'load', 'power supply system', 'prediction', 'system', 'energy', 'management', 'grid']",10.1016/j.apenergy.2014.07.021,0,0,0,0,0,0,0
Ajan A.,2015,"IEEE Int. Conf. Circuit, Power Comput. Technol., ICCPCT",Performance analysis of OFF-GRID solar photo voltaic system,"['method', 'temperature', 'power', 'on-grid system', 'simulink', 'output', 'characteristization', 'performance', 'performance analysis', 'loss', 'parameter', 'analysis', 'model', 'operatation', 'modeling', 'matlab', 'irradiation', 'efficiency', 'system', 'energy', 'grid']",10.1109/ICCPCT.2015.7159350,0,0,0,0,0,0,0
Stenzel P.,2015,Energy Procedia,Impact of Different Load Profiles on Cost Optimal System Designs for Battery Supported PV Systems,"['power', 'optimization', 'genetic algorithm', 'demand side', 'battery', 'photovoltaic', 'home', 'parameter', 'analysis', 'model', 'stationary photovoltaic battery system', 'algorithm', 'private households', 'modeling', 'load', 'efficiency', 'techno economic analysis', 'load profiles', 'design', 'system', 'grid']",10.1016/j.egypro.2015.07.165,0,0,0,0,0,0,0
Blaabjerg F.,2015,Electr. Power Comp. Syst.,"Renewable Energy Devices and Systems-State-of-the-Art Technology, Research and Development, Challenges and Future Trends","['wind generator', 'generator', 'wave energy', 'converter', 'power', 'power electronics', 'solar power', 'ESS', 'wind power', 'battery', 'photovoltaic', 'pv cell', 'wind', 'trends', 'power plant', 'prediction', 'electric power system', 'hydrogen', 'renewable energy', 'photovoltaic array', 'power converter', 'smart grid', 'cell', 'thermal', 'system', 'fuel cell', 'grid', 'energy']",10.1080/15325008.2015.1062819,0,0,0,0,0,0,0
Wu S.-Y.,2015,Int. J. Green Energy,A review on the methodology for calculating heat and exergy losses of a conventional solar PV/T system,"['method', 'calculation methodology/pv/t system', 'calculation', 'status and prospects', 'performance', 'photovoltaic', 'loss', 'simulation', 'heat', 'analysis', 'correlation', 'prediction', 'heat loss', 'exergy loss', 'hybrid', 'correction', 'design', 'thermal', 'system']",10.1080/15435075.2013.840833,0,0,0,0,0,0,0
Sharma C.,2015,Telkomnika Telecomun. Compt. Electr. Control,Modeling of buck converter models in MPPT using PID and FLC,"['temperature', 'converter', 'power', 'pid', 'optimization', 'simulink', 'control', 'genetic algorithm', 'extraction', 'output', 'distribution', 'photovoltaic', 'flc', 'MPP', 'mppt', 'model', 'algorithm', 'MPPT', 'matlab', 'irradiation', 'efficiency', 'buck converter', 'mpp', 'pv', 'prediction', 'system']",10.12928/TELKOMNIKA.v13i4.1774,0,0,0,0,0,0,0
Jacob B.,2015,"IEEE Int. Conf. Signal Process., Informatics, Commun. Energy Syst., SPICES",Parameter extraction of solar PV double diode model using artificial immune system,"['heuristic', 'power', 'optimization', 'genetic algorithm', 'extraction', 'performance', 'particle swarm optimization', 'diode', 'parameter extraction', 'module', 'parameter', 'double diode model', 'artificial immune system', 'model', 'algorithm', 'particle swarm', 'algoritm', 'evaluation', 'estimation', 'system']",10.1109/SPICES.2015.7091390,0,0,0,0,0,0,0
Ishimaru M.-A.,2015,Electr Eng Jpn,Positive effect of constant leading power factor operation of PV in power system,"['method', 'power', 'pid', 'optimization', 'genetic algorithm', 'output', 'mean bias error', 'photovoltaic', 'neural network', 'deep learning', 'generation', 'constant leading power factor operation', 'simulation', 'model', 'trunk power system', 'algorithm', 'aggregated model', 'operatation', 'machine learning', 'photovoltaic power generation', 'operation', 'voltage rise', 'system']",10.1002/eej.22467,0,0,1,1,1,0,0
Bravo R.J.,2015,IEEE Green Technol. Conf.,Electronic-coupled generators short circuit impacts,"['modeling distributed generation', 'generator', 'distributed energy resource', 'resource', 'optimization', 'genetic algorithm', 'protection', 'distribution', 'photovoltaic', 'fault', 'generation', 'analysis', 'model', 'electronic-coupled short circuit current contribution', 'distributed energy', 'algorithm', 'distributed generation', 'modeling', 'dg fault current contribution', 'data', 'inverter', 'solar pv inverters short circuit current contribution', 'system', 'grid', 'energy']",10.1109/GREENTECH.2015.22,0,0,0,0,0,0,0
Hittinger E.,2015,Energy Convers. Manage.,Evaluating the value of batteries in microgrid electricity systems using an improved Energy Systems Model,"['generator', 'temperature', 'high-resolution', 'optimization', 'battery', 'photovoltaic', 'lead-acid', 'economics', 'model', 'system modeling', 'aqueous hybrid ion', 'algorithm', 'operatation', 'modeling', 'microgrid', 'hybrid', 'efficiency', 'design', 'system', 'energy', 'grid']",10.1016/j.enconman.2014.10.011,0,0,0,0,0,0,0
Cha W.-J.,2015,IET Power Electron.,Evaluation and analysis of transformerless photovoltaic inverter topology for efficiency improvement and reduction of leakage current,"['analysis', 'model', 'high frequency', 'method', 'operatation', 'power', 'none', 'output', 'simulation', 'performance', 'efficiency', 'photovoltaic', 'inverter', 'loss', 'grid']",10.1049/iet-pel.2014.0401,0,0,0,0,0,0,0
Rodrigo A.S.,2015,MERCon - Moratuwa Eng. Res. Conf.,Cloud images capturing system for solar power level prediction,"['method', 'power', 'image', 'renewable energy source', 'output', 'protection', 'detection', 'cloud', 'module', 'model', 'power plant', 'algorithm', 'camera protection system', 'renewable energy', 'shadow', 'image processing', 'solar tracking', 'cloud detection', 'data', 'opencv', 'system', 'energy', 'grid']",10.1109/MERCon.2015.7112363,0,1,0,0,0,0,0
Padsala R.,2015,"Eurographics Workshop on Urban Data Modelling and Visualisation, UDMV 2015","Conceptualizing, managing and developing: A web based 3D city information model for urban energy demand simulation","['model', 'modeling', 'output', 'none', 'simulation', 'building', 'photovoltaic', 'energy', 'heat']",10.2312/udmv.20151347,0,0,0,0,0,0,0
Ma J.,2015,Lect. Notes Comput. Sci.,Gpu-based parameter estimation method for photovoltaic electrical models,"['heuristic', 'method', 'online', 'optimization', 'genetic algorithm', 'non-linear', 'particle swarm optimization', 'photovoltaic', 'photovolatic', 'parameter estimation', 'parameter', 'model', 'algorithm', 'particle swarm', 'modeling', 'algoritm', 'estimation', 'system', 'design']",10.1007/978-3-319-23862-3_29,0,0,0,0,0,0,0
Raimondi Cominesi S.,2015,Proc Am Control Conf,Two-layer predictive control of a micro-grid including stochastic energy sources,"['generator', 'optimization', 'genetic algorithm', 'control', 'performance', 'battery', 'photovoltaic', 'charging', 'simulation', 'model', 'algorithm', 'operatation', 'none', 'load', 'microgrid', 'prediction', 'system', 'grid', 'management', 'energy']",10.1109/ACC.2015.7170851,0,0,0,0,0,0,0
Ayad A.,2015,"PCIM Europe; Int. Exhib. Conf. Power Electron., Intell. Motion, Renew. Energy Energy Manag.; Proc.",A comparison of quasi-z-source inverter and traditional two-stage inverter for photovoltaic application,"['model', 'algorithm', 'optimization', 'modeling', 'control', 'genetic algorithm', 'experiment', 'none', 'performance', 'efficiency', 'inverter', 'design']",nan,0,0,0,0,0,0,0
Che J.,2015,"Power Energy - Proc. Int. Conf. Power Energy, CPE",A cloud automatic recognition method for pv power prediction,"['method', 'power', 'machine learning', 'image', 'none', 'irradiation', 'image processing', 'prediction', 'clustering', 'system', 'energy']",nan,0,0,1,0,0,0,0
Ibrahim N.,2015,Int. J. Appl. Eng. Res.,A novel maximum power point tracking techniquefor photovoltaic module by using MPP loci algorithm,"['method', 'temperature', 'converter', 'lookup table', 'power', 'characteristization', 'experiment', 'battery', 'photovoltaic', 'charging', 'MPP', 'simulation', 'mppt', 'analysis', 'MPPT', 'prediction', 'irradiation', 'mpp locus', 'cell', 'system', 'solar pv characterization']",nan,0,0,0,0,0,0,0
Cojocariu B.,2015,"Proc. - Int. Conf. Control Syst. Comput. Sci., CSCS",Photovoltaic generators - Modeling and control,"['dc/dc converter', 'converter', 'power', 'output', 'control', 'photovoltaic', 'photovoltaic cell', 'parameter', 'model', 'power plant', 'MPPT', 'boost converter', 'modeling', 'solar panel', 'photovoltaic panel', 'semiconductor']",10.1109/CSCS.2015.96,0,0,0,0,0,0,0
Rajendran H.,2015,Adv. Elec. Comp. Eng.,Design and implementation of PV based energy Harvester for WSN Node with MAIC algorithm,"['method', 'converter', 'power', 'experiment', 'performance', 'battery', 'dc-dc power converter', 'photovoltaic', 'solar energy', 'parameter', 'simulation', 'sensor', 'model', 'algorithm', 'MPPT', 'incremental conductance', 'network', 'modeling', 'operatation', 'energy harvesting photovoltaic cell', 'irradiation', 'efficiency', 'wireless sensor network', 'cell', 'system', 'design', 'energy']",10.4316/AECE.2015.02014,0,0,0,0,0,0,0
Eshghi S.,2015,Proc Am Control Conf,Optimal battery pricing and energy management for microgrids,"['model', 'algorithm', 'power', 'optimization', 'modeling', 'control', 'genetic algorithm', 'none', 'renewable energy', 'microgrid', 'shadow', 'battery', 'energy', 'management', 'grid']",10.1109/ACC.2015.7172117,0,1,0,0,0,0,0
Gilmore J.,2015,IET. Renew. Power Gener.,Integration of solar generation into electricity markets: An Australian national electricity market case study,"['model', 'roof', 'correlation', 'generator', 'operatation', 'modeling', 'none', 'photovoltaic', 'high penetration']",10.1049/iet-rpg.2014.0108,0,0,0,0,0,0,0
Dukic A.,2015,Int J Hydrogen Energy,Autonomous hydrogen production system,"['temperature', 'optimization', 'genetic algorithm', 'experiment', 'characteristization', 'photovoltaic', 'hydrogen production', 'solar energy', 'pv module', 'module', 'parameter', 'alkaline electrolyzer', 'model', 'algorithm', 'modeling', 'efficiency', 'mathematical modeling', 'design', 'system', 'measurement', 'energy']",10.1016/j.ijhydene.2015.02.003,0,0,0,0,0,0,0
Moravek J.,2015,"Proc. Int. Sci. Conf. Electr. Power Eng., EPE",Modeling the energy systems in Matlab Simulink-problematics of energy system control,"['model', 'operatation', 'modeling', 'power', 'simulink', 'control', 'energy system', 'simulink model', 'photovoltaic', 'system control', 'power quality', 'prediction', 'system', 'energy']",10.1109/EPE.2015.7161141,0,0,0,0,0,0,0
Messalti S.,2015,"Int. Renew. Energy Congr., IREC",A new neural networks MPPT controller for PV systems,"['method', 'online', 'temperature', 'power', 'controller', 'optimization', 'control', 'output', 'perturbation and observation mppt algorithm', 'photovoltaic', 'neural network', 'parameter', 'deep learning', 'MPP', 'mppt', 'analysis', 'model', 'MPPT', 'algorithm', 'machine learning', 'modeling', 'photovoltaic cell modeling', 'data', 'system']",10.1109/IREC.2015.7110907,0,0,1,1,1,0,0
Bradaschia F.,2015,"IEEE Braz. Power Electron. Conf. South. Power Electron. Conf., COBEP/SPEC",Parameters estimation method for photovoltaic modules,"['method', 'experiment', 'extraction', 'cell', 'diode', 'photovoltaic', 'photovoltaic system', 'photovoltaic effects', 'parameter estimation', 'module', 'photovoltaic cell', 'parameter', 'model', 'data', 'estimation', 'system']",10.1109/COBEP.2015.7420043,0,0,0,0,0,0,0
Bessafi M.,2015,"Stud. Classif., Data Anal., Knowl. Organ.",Clustering of solar irradiance,"['database', 'method', 'power', 'mean bias error', 'photovoltaic', 'pca', 'analysis', 'model', 'system', 'machine learning', 'modeling', 'none', 'irradiation', 'data', 'prediction', 'clustering', 'measurement', 'meteorology', 'grid', 'energy']",10.1007/978-3-662-44983-7_4,0,0,1,0,0,0,0
Alexander A.,2015,IET. Renew. Power Gener.,Modelling and analysis of modular multilevel converter for solar photovoltaic applications to improve power quality,"['method', 'algorithm', 'power', 'optimization', 'control', 'genetic algorithm', 'experiment', 'mean bias error', 'none', 'output', 'photovoltaic', 'inverter', 'design', 'multilevel']",10.1049/iet-rpg.2013.0365,0,0,0,0,0,0,0
Elsonbaty N.A.,2015,IET Conf Publ,Modelling of a directly coupled PV Water Pumping System using Soft Computing techniques,"['method', 'online', 'temperature', 'converter', 'power', 'optimization', 'electric vehicle', 'power-dense', 'control', 'characteristization', 'detection', 'genetic algorithm', 'non-linear', 'performance', 'fault', 'parameter', 'analysis', 'dcdc converter', 'model', 'algorithm', 'modeling', 'evaluation', 'interleaved-boost', 'finite-element-analysis', 'irradiation', 'estimation', 'system', 'air', 'management']",10.1049/cp.2015.1692,0,0,0,0,0,0,0
Dey A.N.,2015,IET Conf Publ,Simulation of a proposed PV based microgrid for a hostel building in Thapar University,"['building', 'photovoltaic', 'neural network', 'deep learning', 'simulation', 'model', 'machine learning', 'renewable energy', 'load', 'microgrid', 'data', 'grid interconnection issues', 'design', 'system', 'energy', 'grid']",10.1049/cp.2015.1676,0,0,1,1,1,0,0
da Silva Fonseca J.G.,2015,J. Electr. Eng. Technol.,On the use of maximum likelihood and input data similarity to obtain prediction intervals for forecasts of photovoltaic power generation,"['maximum likelihood estimation', 'method', 'support vector regression', 'power', 'one-day-ahead forecasts', 'performance', 'photovoltaic', 'estimation', 'generation', 'model', 'photovoltaic power generation', 'machine learning', 'prediction intervals', 'data', 'prediction', 'system', 'regression']",10.5370/JEET.2015.10.3.1342,0,0,1,0,0,0,0
Satchwell A.,2015,Energy Policy,Quantifying the financial impacts of net-metered PV on utilities and ratepayers,"['analysis', 'model', 'pid', 'utility profitability', 'utility regulation', 'mean bias error', 'photovoltaic', 'customer-sited pv', 'utility ratemaking', 'system', 'policy', 'heat']",10.1016/j.enpol.2015.01.043,0,0,0,0,0,0,0
Yuan Y.,2015,J. Mod. Power Syst. Clean Energy,Optimal proportion of wind and PV capacity in provincial power systems based on bilevel optimization algorithm under low-carbon economy,"['generator', 'method', 'general algebraic modeling system', 'power', 'optimization', 'optimal proportion of renewable energy', 'policy', 'photovoltaic', 'time-sequence production simulation', 'neural network', 'wind', 'deep learning', 'simulation', 'model', 'algorithm', 'operatation', 'machine learning', 'modeling', 'carbon', 'pattern search method', 'renewable energy', 'system', 'low carbon', 'energy']",10.1007/s40565-015-0104-4,0,0,1,1,1,0,0
Le Goff Latimier R.,2015,COMPEL Int J Comput Math Electr Electron Eng,"Impact of the management strategy on the sizing of a collaborative system Photovoltaic plant-electric vehicle fleet, under uncertainty","['generator', 'method', 'power', 'optimization', 'electric vehicle', 'genetic algorithm', 'battery', 'photovoltaic', 'aging', 'charging', 'green', 'model', 'power plant', 'co-optimization', 'stochastic dynamic programming', 'algorithm', 'modeling', 'optimal energy management', 'collaborative system', 'prediction', 'system', 'energy', 'management', 'grid']",10.1108/COMPEL-11-2014-0323,0,0,0,0,0,0,0
Pinto S.J.,2015,Int J Electr Power Energy Syst,Wavelet technique based islanding detection and improved repetitive current control for reliable operation of grid-connected PV systems,"['reliability', 'method', 'converter', 'power', 'renewable energy source', 'detection', 'distribution', 'wavelet transforms', 'MPP', 'wavelet', 'simulation', 'model', 'incremental conductance', 'islanding', 'renewable energy', 'system', 'grid', 'energy', 'controller', 'transform', 'control', 'output', 'performance', 'photovoltaic', 'high power', 'photovoltaic system', 'mppt', 'grid-tied', 'MPPT', 'algorithm', 'operatation', 'modeling', 'plug-in rc controller', 'inverter', 'distributed generation']",10.1016/j.ijepes.2014.11.008,0,0,0,0,0,0,0
Silva M.,2015,J. Electr. Syst.,Voltage unbalance in low voltage networks with single-phase and three-phase micro-generation and loads,"['roof', 'generator', 'method', 'power', 'optimization', 'genetic algorithm', 'distribution', 'building', 'three-phase load flow', 'photovoltaic', 'photovoltaic system', 'unbalanced system', 'wind', 'generation', 'micro generation', 'analysis', 'model', 'algorithm', 'distributed generation', 'modeling', 'load', 'system', 'energy', 'grid']",nan,0,0,0,0,0,0,0
Ceci M.,2015,Ital. Symp. Adv. Database Syst. - SEBD,VIPOC project research summary (discussion paper),"['weather', 'power', 'optimization', 'genetic algorithm', 'output', 'experiment', 'distribution', 'neural network', 'deep learning', 'analysis', 'algorithm', 'machine learning', 'none', 'renewable energy', 'data', 'prediction', 'clustering', 'system', 'management', 'energy']",nan,0,0,1,1,1,0,0
Zhang X.,2015,"IEEE Int. Conf. Environ. Electr. Eng., EEEIC - Conf. Proc.",Microgrid fuel optimal operation considering prediction of wind power and photovoltaic,"['power', 'optimization', 'optimal operation', 'control', 'battery', 'photovoltaic', 'economy', 'wind', 'analysis', 'model', 'algorithm', 'operatation', 'fuel cost', 'cost', 'microgrid', 'operation', 'prediction', 'wind & photovoltaic prediction', 'grid']",10.1109/EEEIC.2015.7165492,0,0,0,0,0,0,0
Hemalatha R.,2015,Int. J. Smart Sensing Intelligent Syst.,A comprehensive analysis on sizing of solar energy harvester elements for wireless sensor motes,"['analysis', 'energy harvester', 'image', 'wsn', 'lifetime prediction', 'battery', 'pv source', 'photovoltaic', 'prediction', 'parameter', 'measurement', 'design', 'sensor', 'energy']",10.21307/ijssis-2017-760,0,0,0,0,0,0,0
Bouraiou A.,2015,Energy Procedia,Modeling and Simulation of Photovoltaic Module and Array Based on One and Two Diode Model Using Matlab/Simulink,"['method', 'temperature', 'p-v', 'simulink', 'experiment', 'characteristization', 'diode', 'photovoltaic', 'module', 'parameter', 'stc condition', 'simulation', 'model', 'modeling', 'matlab', 'irradiation', 'i-v and p-v characteristic', 'i-v']",10.1016/j.egypro.2015.07.822,0,0,0,0,0,0,0
Jin N.,2015,IET Conf Publ,Model-predictive direct power control of grid-connected inverters for PV systems,"['power', 'optimization', 'output', 'control', 'grid-connected inverter', 'performance', 'photovoltaic', 'module', 'generation', 'model', 'photovoltaic power generation', 'algorithm', 'predictive model', 'prediction', 'inverter', 'design', 'system', 'direct power predictive control', 'grid']",nan,0,0,0,0,0,0,0
Kumar T.P.,2015,"IEEE Power Energy Conf. Illinois, PECI",Control strategies of a fuzzy controlled grid connected hybrid PV/PEMFC/battery distributed generation system,"['fuzzy', 'converter', 'power', 'control', 'performance', 'distribution', 'battery', 'photovoltaic', 'photovoltaic cell', 'generation', 'fuzzy control', 'model', 'distributed generation', 'load', 'hybrid', 'system', 'fuel cell', 'energy', 'grid']",10.1109/PECI.2015.7064932,0,0,0,0,0,0,0
Thomas D.,2015,"Int. Conf. Renew. Energy Res. Appl., ICRERA",Implementation of an e-bike sharing system: The effect on low voltage network using pv and smart charging stations,"['roof', 'urban e-mobility', 'method', 'power', 'BSS', 'battery', 'photovoltaic', 'storage', 'charging', 'parameter', 'monte carlo', 'energy management', 'analysis', 'model', 'modeling', 'load', 'data', 'e-bike', 'design', 'system', 'grid', 'management', 'energy']",10.1109/ICRERA.2015.7418478,0,0,0,0,0,0,0
Rohollahi E.,2015,Proc Inst Mech Eng Part F J Rail Rapid Transit,Prediction of the power generated by photovoltaic cells fixed on the roof of a moving passenger coach: A case study,"['model', 'roof', 'algorithm', 'optimization', 'genetic algorithm', 'railroad', 'irradiation', 'data', 'photovoltaic', 'solar energy', 'photovoltaic cell', 'passenger coach', 'energy']",10.1177/0954409714524749,0,0,0,0,0,0,0
Biju K.,2015,"IEEE Int. Conf. Signal Process., Informatics, Commun. Energy Syst., SPICES",Modeling and simulation of a novel solar PV/ battery hybrid energy system with a single phase five level inverter,"['temperature', 'converter', 'power', 'renewable energy source', 'control', 'output', 'battery', 'photovoltaic', 'photovoltaic system', 'hybrid energy system', 'multilevel inverter', 'renewable energy', 'irradiation', 'load', 'hybrid', 'inverter', 'bidirectional converter', 'system', 'energy', 'multilevel']",10.1109/SPICES.2015.7091479,0,0,0,0,0,0,0
Ogata R.,2015,"ECOS - Int. Conf. Effic., Cost, Optim., Simul. Environ. Impact Energy Syst.",Economic evaluations of residential energy systems based on the prediction-operational planning-control method using time-of-use prices,"['method', 'residential energy system', 'hems', 'power', 'optimization', 'control', 'output', 'dr', 'photovoltaic', 'home', 'neural network', 'deep learning', 'demand', 'tou prices', 'algorithm', 'operatation', 'machine learning', 'evaluation', 'pv', 'prediction', 'system', 'management', 'energy']",nan,0,0,1,1,1,0,0
Sundarabalan C.K.,2015,Lect. Notes Electr. Eng.,Performance investigation of fuzzy logic controlled MPPT for energy efficient solar PV systems,"['fuzzy', 'converter', 'optimization', 'power', 'genetic algorithm', 'output', 'photovoltaic', 'perturb and observe', 'fuzzy logic', 'MPP', 'mppt', 'model', 'MPPT', 'boost converter', 'algorithm', 'modeling', 'load', 'solar pv array']",10.1007/978-81-322-2119-7_74,0,0,0,0,0,0,0
Costa S.C.S.,2015,"ISES Sol. World Congr., Conf. Proc.",Energetic and exergetic analysis of monocrystalline and polycrystalline photovoltaic modules,"['exergetic efficiency', 'temperature', 'output', 'performance', 'photovoltaic', 'energetic efficiency', 'module', 'parameter', 'analysis', 'model', 'modeling', 'photovoltaic module', 'irradiation', 'efficiency', 'Silicon', 'weather', 'energy']",10.18086/swc.2015.05.28,0,0,0,0,0,0,0
Sun Y.,2015,J. Build. Perform. Simul.,Quantification of model form uncertainty in the calculation of solar diffuse irradiation on inclined surfaces for building energy simulation,"['building simulation', 'model form', 'optimization', 'genetic algorithm', 'building', 'neural network', 'parameter', 'deep learning', 'simulation', 'analysis', 'model', 'algorithm', 'model validation', 'machine learning', 'non-uniform', 'irradiation', 'data', 'uncertainty quantification', 'prediction', 'measurement', 'solar irradiation', 'regression', 'energy']",10.1080/19401493.2014.914247,0,0,1,1,1,0,0
Charfi S.,2015,"Int. Renew. Energy Congr., IREC",Charcterisation of an off grid hybrid system: Modelling and simulation,"['generator', 'online', 'temperature', 'discharging', 'modelling', 'characteristization', 'non-linear', 'battery', 'photovoltaic', 'charging', 'hybrid system', 'diesel generator', 'simulation', 'model', 'photovoltaique panels', 'modeling', 'irradiation', 'load', 'hybrid', 'system', 'weather']",10.1109/IREC.2015.7110926,0,0,0,0,0,0,0
Maya K.N.,2015,"Proc. IEEE Int. Conf. Technol. Adv. Power Energy, TAP Energy",A generalised three phase power flow algorithm incorporating the uncertainty of Photo Voltaic(PV) source for unbalanced distribution network,"['method', 'power', 'dg modeling', 'distribution', 'photovoltaic', 'neural network', 'deep learning', 'generation', 'model', 'algorithm', 'operatation', 'machine learning', 'modeling', 'irradiation', 'forward-backward sweep', 'system', 'three phase power flow', 'distributed generation']",10.1109/TAPENERGY.2015.7229588,0,0,1,1,1,0,0
Akel F.,2015,"Prog. in Clean Energy, Volume 2: Novel Systems and Applications",Control of single stage grid connected pv-inverter based on direct space vector pwm,"['analysis', 'model', 'dc/ac  converter', 'line-to-line voltage', 'converter', 'method', 'modeling', 'space vector modulation', 'transform', 'photovoltaic', 'switching vector', 'inverter', 'module', 'grid']",10.1007/978-3-319-17031-2_52,0,0,0,0,0,0,0
Rakotomahefa T.M.J.,2015,"Proc. - Healthy Build. Am.: Innov. Time Energy Uncertain. Clim. Adapt., HB",A simplified model for temperature prediction in a ventilated wall module,"['method', 'cfd', 'temperature', 'thermal network', 'optimization', 'genetic algorithm', 'building', 'heat transfer', 'perturb and observe', 'loss', 'module', 'parameter', 'indoor', 'heat', 'model', 'ventilated wall', 'algorithm', 'network', 'modeling', 'outdoor', 'irradiation', 'air', 'thermal', 'noise', 'prediction', 'matrix', 'system', 'measurement', 'energy']",nan,0,0,0,0,0,0,0
Santolo M.,2015,J. Electr. Syst.,Discrete-time integral variable structure control of grid-connected PV inverter,"['sliding mode control', 'power', 'control', 'experiment', 'grid-connected inverter', 'performance', 'photovoltaic', 'model', 'pv inverter', 'algorithm', 'modeling', 'renewable energy', 'inverter', 'system', 'grid', 'energy']",nan,0,0,0,0,0,0,0
Almonacid F.,2015,Green Energy and Technology,Applications of anns in the field of the hcpv technology,"['model', 'power', 'machine learning', 'modeling', 'none', 'CPV', 'module', 'high concentration', 'photovoltaic', 'cell', 'neural network', 'parameter', 'deep learning']",10.1007/978-3-319-15039-0_12,0,0,1,1,1,0,0
Saeed E.W.,2015,Energy Procedia,Modeling and Analysis of Renewable PEM Fuel Cell System,"['analysis', 'model', 'electrolyser', 'power', 'operatation', 'pem', 'hydrogen', 'irradiation', 'photovoltaic', 'module', 'system', 'fuel cell', 'design', 'energy']",10.1016/j.egypro.2015.07.527,0,0,0,0,0,0,0
Chen Z.,2015,"Int. Conf. Power Eng., Energy Electr. Drives",An intelligent control approach to home energy management under forecast uncertainties,"['model predictive control', 'optimization', 'control', 'ESS', 'performance', 'battery', 'home', 'simulation', 'energy management', 'model', 'algorithm', 'operatation', 'renewable energy', 'microgrids', 'load', 'microgrid', 'prediction', 'system', 'grid', 'management', 'energy']",10.1109/PowerEng.2015.7266395,0,0,0,0,0,0,0
Bonanno F.,2015,"Int. Conf. Clean Electr. Power: Renew. Energy Resour. Impact, ICCEP",Improved SMPS modeling for photovoltaic applications by a novel neural paradigm with Hamiltonian-based training algorithm,"['dynamic modeling', 'converter', 'optimization', 'hamiltonian formulation', 'genetic algorithm', 'output', 'smps', 'performance', 'photovoltaic', 'neural network', 'deep learning', 'simulation', 'model', 'algorithm', 'boost converter', 'machine learning', 'modeling', 'RNN', 'rnn', 'prediction', 'energy', 'training algorithm']",10.1109/ICCEP.2015.7177571,0,0,1,1,1,0,1
